0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,true_label,svm_pred,rf_pred,svm_accuracy,rf_accuracy
-559.5587158203125,78.29226684570312,-29.2802734375,11.233071327209473,-6.41955041885376,2.1880922317504883,-28.18467903137207,-2.06634259223938,-21.088529586791992,-16.56465721130371,-1.4573179483413696,-7.051807880401611,-11.102046012878418,-0.34995484352111816,-0.07616427540779114,0.1264551877975464,-0.07230748236179352,0.019747575744986534,0.007690099999308586,-0.01950329728424549,0.06548088043928146,0.03897524252533913,0.023677997291088104,0.022863324731588364,0.02581154555082321,0.036765266209840775,-0.18472124636173248,-0.0900961384177208,-0.007746719289571047,-0.049889568239450455,-0.0025372833479195833,-0.010490925051271915,0.023581061512231827,0.03560345247387886,0.04178808629512787,0.03664484992623329,-0.0024503041058778763,0.027371730655431747,0.024375097826123238,148.57823123259607,0.00810395460575819,fearful,neutral,fearful,53.69458128078818,52.70935960591133
-487.10797119140625,65.08993530273438,-45.73967742919922,5.794839382171631,-15.542436599731445,-5.873324394226074,-28.646503448486328,-5.015500068664551,-11.422329902648926,-23.27672576904297,-2.713120937347412,-6.029132843017578,-17.63947868347168,0.011569121852517128,0.03455290198326111,-0.009100719355046749,-0.0061479778960347176,0.04085338115692139,0.00491975387558341,0.008612068369984627,-0.0033493456430733204,-0.004544283729046583,0.0023017998319119215,-0.011091308668255806,0.003450017422437668,-0.03271139785647392,-0.0067222812213003635,-0.0139689976349473,-0.0011667743092402816,0.003909662831574678,-0.0033316276967525482,0.004039664752781391,-0.00038311234675347805,-0.0002713570138439536,-0.002539294306188822,-0.006337355822324753,-0.0009191793506033719,0.002464723540470004,0.01449846662580967,184.85466642711089,0.018688835203647614,happy,fearful,calm,53.69458128078818,52.70935960591133
-417.9925537109375,58.0222053527832,-27.839725494384766,10.107404708862305,-3.806210517883301,-3.6862542629241943,-30.76026153564453,6.927083492279053,-3.32761812210083,-20.564279556274414,-8.669122695922852,-4.273348808288574,-9.037107467651367,-0.07080727070569992,-0.02867918647825718,0.01522535365074873,-0.04221794009208679,-0.038093406707048416,0.006415935233235359,0.002273400081321597,-0.0045887683518230915,0.01525532640516758,0.010702385567128658,-0.006291425786912441,0.009411868639290333,0.010529019869863987,-0.0803457722067833,-0.03603857383131981,0.024114439263939857,-0.016825422644615173,-0.03262844681739807,-0.02252957597374916,0.0014413176104426384,0.012377443723380566,-0.0077227880246937275,0.0006476611597463489,0.005451457109302282,-0.00432291254401207,0.005759468302130699,170.3215878004142,0.04263295978307724,angry,angry,angry,53.69458128078818,52.70935960591133
-537.1090087890625,54.25517654418945,-24.696208953857422,0.8234729766845703,6.620314121246338,0.9642120599746704,-18.114166259765625,3.5119001865386963,-2.060950994491577,-10.49935245513916,-0.69222491979599,-2.9148240089416504,-3.816352605819702,0.0036061666905879974,0.005086713470518589,0.005045622121542692,0.004977805074304342,0.004884115885943174,0.004765781573951244,0.004624366760253906,0.0044616335071623325,0.00427962513640523,0.004080594051629305,0.003866885555908084,0.0036409571766853333,0.0034052839037030935,0.005371232517063618,0.007582155056297779,0.007541552186012268,0.007474428042769432,0.007381577976047993,0.0072641619481146336,0.007123525720089674,0.0069613163359463215,0.0067793456837534904,0.006579680368304253,0.006364408414810896,0.0061357589438557625,0.005895987153053284,150.90804990236163,0.016237031668424606,happy,angry,happy,53.69458128078818,52.70935960591133
-505.7746887207031,104.3348617553711,-20.502592086791992,16.012075424194336,-2.210693359375,8.203699111938477,-6.062263011932373,-1.549869418144226,-10.159053802490234,-4.400457382202148,-8.417065620422363,-8.830175399780273,8.879446029663086,0.08338554948568344,0.09571915864944458,0.05789010971784592,0.0388699509203434,0.03336123749613762,0.025981761515140533,0.012547217309474945,0.005083434283733368,0.01194069441407919,0.009528853930532932,-0.003512644674628973,0.00896975863724947,0.02939676120877266,-0.07192779332399368,-0.04330077022314072,0.028249602764844894,0.02070304937660694,0.0016446718946099281,0.004019314423203468,-0.004583478439599276,-0.009954784065485,0.005460814572870731,0.02122817561030388,0.018895715475082397,0.005670120939612389,0.00694624800235033,168.57975171797096,0.014804745092988014,calm,calm,fearful,53.69458128078818,52.70935960591133
-586.0767822265625,94.77350616455078,2.5954110622406006,14.884503364562988,8.060758590698242,8.169050216674805,-15.878470420837402,0.9717296957969666,0.2073199450969696,-2.879000425338745,-3.058964967727661,-3.0679993629455566,0.06053692847490311,-0.00029649052885361016,-0.0004240104171913117,-0.000442479329649359,-0.0004817289882339537,-0.0005525329033844173,-0.0006661840598098934,-0.0008318935288116336,-0.0010540863731876016,-0.0013308610068634152,-0.0016531944274902344,-0.0020058134105056524,-0.002368939807638526,-0.0027211159467697144,0.002384783932939172,0.003366588382050395,0.0033454655203968287,0.0033020456321537495,0.003226002911105752,0.0031064951326698065,0.002934772055596113,0.0027066830080002546,0.0024242911022156477,0.0020963135175406933,0.001737430109642446,0.0013663098216056824,0.0010029029799625278,156.78296217620496,0.008225019089877605,angry,calm,sad,53.69458128078818,52.70935960591133
-669.684326171875,113.25739288330078,15.397929191589355,21.66368293762207,11.01467227935791,11.818798065185547,-9.202590942382812,-15.896905899047852,-9.347525596618652,-11.095705032348633,-15.571065902709961,-10.921488761901855,-6.100224018096924,-0.26049482822418213,-0.024648115038871765,0.12004722654819489,0.017478154972195625,0.0028509933035820723,-0.0021881337743252516,0.0717979297041893,0.03987937420606613,0.06724346429109573,-0.00529653113335371,0.0037894505076110363,0.015364781022071838,-0.04748363047838211,-0.32801538705825806,-0.04153083264827728,0.08578437566757202,-0.06872737407684326,-0.023876823484897614,-0.025896230712532997,0.058285605162382126,0.032313182950019836,0.06702214479446411,0.008499927818775177,0.011497843079268932,0.04189131408929825,-0.0199954342097044,187.27239611006996,0.003180469386279583,sad,sad,sad,53.69458128078818,52.70935960591133
-296.360107421875,67.05413055419922,-54.77109909057617,-1.6675454378128052,-27.346540451049805,-11.18101978302002,-34.6387825012207,-6.412372589111328,-13.957201957702637,-20.993690490722656,-4.203372478485107,-9.434045791625977,-9.685754776000977,0.004727391060441732,0.0025979450438171625,0.0019938605837523937,-0.01679939590394497,-0.0027122225146740675,0.0024608271196484566,-0.023945318534970284,0.018919816240668297,0.021780729293823242,0.0025603293906897306,0.007544299587607384,-0.004128401633352041,0.0006807122845202684,-0.06676308065652847,-0.011413652449846268,0.02588198147714138,-0.014971957542002201,0.00678197992965579,-0.005916308611631393,-0.010525548830628395,0.017490357160568237,0.02137574553489685,0.022094376385211945,-0.00047617978998459876,-0.013088163919746876,0.002228750614449382,170.83463695629007,0.1018722653388977,angry,angry,angry,53.69458128078818,52.70935960591133
-484.03289794921875,89.68830108642578,-2.2210211753845215,17.557485580444336,-0.9215050935745239,14.137253761291504,0.08486002683639526,4.248938083648682,-4.456430435180664,-9.005826950073242,-9.16454029083252,-3.3425052165985107,5.756791591644287,-0.06569959968328476,-0.041513971984386444,0.026662899181246758,0.013167401775717735,-0.020675070583820343,-0.004786347039043903,0.009321587160229683,-0.0013509197160601616,0.012669672258198261,0.04130588099360466,0.03318481147289276,0.002342057880014181,-0.010779766365885735,-0.008150529116392136,0.0012257018825039268,0.014853531494736671,0.009225514717400074,0.006294242572039366,0.010411016643047333,0.003025095909833908,-0.0025130854919552803,0.0073740421794354916,0.011745999567210674,0.004248978570103645,0.0004613940545823425,-0.00047801624168641865,145.3638670033569,0.021026454865932465,fearful,fearful,fearful,53.69458128078818,52.70935960591133
-504.2415771484375,85.28760528564453,-52.80198669433594,-3.5827667713165283,-4.050543785095215,-17.080442428588867,-23.7501220703125,1.6981995105743408,-10.333876609802246,-24.56020164489746,-3.155575752258301,-4.828213214874268,-15.974709510803223,-0.11258535087108612,-0.030355889350175858,0.05226091295480728,0.0055236052721738815,-0.013550939038395882,-0.017808621749281883,-0.01354644913226366,0.009299908764660358,0.037825796753168106,-0.004619330633431673,-0.01246070396155119,0.004450441803783178,0.009646028280258179,-0.13727204501628876,-0.07923410087823868,0.018474288284778595,-0.028597848489880562,-0.01875339075922966,0.003497863421216607,0.00010751422814792022,0.04162753000855446,0.0555899403989315,0.022657519206404686,0.01205513160675764,0.027554774656891823,0.024610763415694237,158.15602605378618,0.02085842564702034,happy,happy,happy,53.69458128078818,52.70935960591133
